Branch_Code,Year,Category,Cutoff
1600637210,2020,GOPENS,285.0
1600637210,2021,GOPENS,430.0
1600637210,2022,GOPENS,378.0
1600637210,2023,GOPENS,346.0
1600637210,2024,GOPENS,635.0
1600646410,2020,GOPENS,1102.0
1600646410,2021,GOPENS,1447.0
1600646410,2022,GOPENS,1361.0
1600646410,2023,GOPENS,1775.0
1600646410,2024,GOPENS,1521.0
1600661210,2020,GOPENS,828.0
1600661210,2021,GOPENS,1413.0
1600661210,2022,GOPENS,1875.0
1600661210,2023,GOPENS,1983.0
1600661210,2024,GOPENS,2109.0
1600662710,2020,GOPENS,2550.0
1600662710,2021,GOPENS,3336.0
1600662710,2022,GOPENS,4069.0
1600662710,2023,GOPENS,4729.0
1600662710,2024,GOPENS,3877.0
1600669410,2020,GOPENS,4272.0
1600669410,2021,GOPENS,4548.0
1600669410,2022,GOPENS,6079.0
1600669410,2023,GOPENS,6691.0
1600669410,2024,GOPENS,6313.0
1612624210,2024,GOPENS,80985.0
1612625210,2024,GOPENS,110906.0
1612626210,2024,GOPENS,176563.0
1612629310,2024,GOPENS,111811.0
200819110,2020,GOPENS,9800.0
200819110,2021,GOPENS,20941.0
200819110,2022,GOPENS,32257.0
200819110,2023,GOPENS,33859.0
200819110,2024,GOPENS,33818.0
200824210,2020,GOPENS,3427.0
200824210,2021,GOPENS,3415.0
200824210,2022,GOPENS,4958.0
200824210,2023,GOPENS,5904.0
200824210,2024,GOPENS,7818.0
200824610,2020,GOPENS,5078.0
200824610,2021,GOPENS,6265.0
200824610,2022,GOPENS,7547.0
200824610,2023,GOPENS,9719.0
200824610,2024,GOPENS,11305.0
200829310,2020,GOPENS,11303.0
200829310,2021,GOPENS,18325.0
200829310,2022,GOPENS,24175.0
200829310,2023,GOPENS,25686.0
200829310,2024,GOPENS,23270.0
200837210,2020,GOPENS,8231.0
200837210,2021,GOPENS,10168.0
200837210,2022,GOPENS,14130.0
200837210,2023,GOPENS,15685.0
200837210,2024,GOPENS,15823.0
200861210,2020,GOPENS,9077.0
200861210,2021,GOPENS,15978.0
200861210,2022,GOPENS,28456.0
200861210,2023,GOPENS,28150.0
200861210,2024,GOPENS,27572.0
202019110,2020,GOPENS,15863.0
202019110,2021,GOPENS,29431.0
202019110,2022,GOPENS,45992.0
202019110,2023,GOPENS,55077.0
202019110,2024,GOPENS,43283.0
202024210,2020,GOPENS,5744.0
202024210,2021,GOPENS,7258.0
202024210,2022,GOPENS,8174.0
202024210,2023,GOPENS,9856.0
202024210,2024,GOPENS,11453.0
202024610,2020,GOPENS,6887.0
202024610,2021,GOPENS,8778.0
202024610,2022,GOPENS,9875.0
202024610,2023,GOPENS,11570.0
202024610,2024,GOPENS,14136.0
202029310,2020,GOPENS,14578.0
202029310,2021,GOPENS,18794.0
202029310,2022,GOPENS,25189.0
202029310,2023,GOPENS,27665.0
202029310,2024,GOPENS,26385.0
202037210,2020,GOPENS,12743.0
202037210,2021,GOPENS,15376.0
202037210,2022,GOPENS,18256.0
202037210,2023,GOPENS,19589.0
202037210,2024,GOPENS,20306.0
202046610,2020,GOPENS,17226.0
202046610,2021,GOPENS,24545.0
202046610,2022,GOPENS,30894.0
202046610,2023,GOPENS,31477.0
202046610,2024,GOPENS,26926.0
202050710,2020,GOPENS,15989.0
202050710,2021,GOPENS,25154.0
202050710,2022,GOPENS,43477.0
202050710,2023,GOPENS,46896.0
202050710,2024,GOPENS,38711.0
202060610,2020,GOPENS,30328.0
202060610,2021,GOPENS,54430.0
202060610,2022,GOPENS,93602.0
202060610,2023,GOPENS,90641.0
202060610,2024,GOPENS,76039.0
202061210,2020,GOPENS,14408.0
202061210,2021,GOPENS,26190.0
202061210,2022,GOPENS,39620.0
202061210,2023,GOPENS,42553.0
202061210,2024,GOPENS,36051.0
202089610,2020,GOPENS,35802.0
202089610,2021,GOPENS,55836.0
202089610,2022,GOPENS,79343.0
202089610,2023,GOPENS,75859.0
202089610,2024,GOPENS,56036.0
203290410,2021,GOPENS,6880.0
203290410,2022,GOPENS,9533.0
203290410,2023,GOPENS,11937.0
203290410,2024,GOPENS,16962.0
211301110,2021,GOPENS,38979.0
211301110,2022,GOPENS,92413.0
211301110,2023,GOPENS,93494.0
211301110,2024,GOPENS,18159.0
211319110,2021,GOPENS,99617.0
211319110,2022,GOPENS,122554.0
211319110,2023,GOPENS,128437.0
211319110,2024,GOPENS,101551.0
211324210,2021,GOPENS,24923.0
211324210,2022,GOPENS,32498.0
211324210,2023,GOPENS,40682.0
211324210,2024,GOPENS,46828.0
211325710,2022,GOPENS,53662.0
211325710,2023,GOPENS,64821.0
211325710,2024,GOPENS,81145.0
211326310,2022,GOPENS,47883.0
211326310,2023,GOPENS,51104.0
211326310,2024,GOPENS,59350.0
211329310,2021,GOPENS,70266.0
211329310,2022,GOPENS,92605.0
211329310,2023,GOPENS,100867.0
211329310,2024,GOPENS,108715.0
211337210,2024,GOPENS,72163.0
211350110,2021,GOPENS,100186.0
211350110,2022,GOPENS,90136.0
211350110,2023,GOPENS,137248.0
211350110,2024,GOPENS,173430.0
211361210,2021,GOPENS,84771.0
211361210,2022,GOPENS,105664.0
211361210,2023,GOPENS,117717.0
211361210,2024,GOPENS,122688.0
211362410,2024,GOPENS,93799.0
211384410,2021,GOPENS,60585.0
211384410,2022,GOPENS,69304.0
211384410,2023,GOPENS,77422.0
211384410,2024,GOPENS,91101.0
211399510,2021,GOPENS,48075.0
211399510,2022,GOPENS,46525.0
301219110,2020,GOPENS,2511.0
301219110,2021,GOPENS,4523.0
301219110,2022,GOPENS,5463.0
301219110,2023,GOPENS,5612.0
301219110,2024,GOPENS,4902.0
301224510,2020,GOPENS,88.0
301224510,2021,GOPENS,83.0
301224510,2022,GOPENS,109.0
301224510,2023,GOPENS,99.0
301224510,2024,GOPENS,101.0
301224610,2020,GOPENS,169.0
301224610,2021,GOPENS,188.0
301224610,2022,GOPENS,202.0
301224610,2023,GOPENS,243.0
301224610,2024,GOPENS,207.0
301229310,2020,GOPENS,1333.0
301229310,2021,GOPENS,1464.0
301229310,2022,GOPENS,1500.0
301229310,2023,GOPENS,1566.0
301229310,2024,GOPENS,1700.0
301237210,2020,GOPENS,497.0
301237210,2021,GOPENS,538.0
301237210,2022,GOPENS,489.0
301237210,2023,GOPENS,669.0
301237210,2024,GOPENS,653.0
301237610,2020,GOPENS,1054.0
301237610,2021,GOPENS,1003.0
301237610,2022,GOPENS,1041.0
301237610,2023,GOPENS,1136.0
301237610,2024,GOPENS,1076.0
301260610,2020,GOPENS,4385.0
301261210,2020,GOPENS,1175.0
301261210,2021,GOPENS,1538.0
301261210,2022,GOPENS,2048.0
301261210,2023,GOPENS,2200.0
301261210,2024,GOPENS,2105.0
301262610,2021,GOPENS,5100.0
301262610,2022,GOPENS,7036.0
301262610,2023,GOPENS,6446.0
301262610,2024,GOPENS,4869.0
301289610,2020,GOPENS,7215.0
301289610,2021,GOPENS,8766.0
301289610,2022,GOPENS,14104.0
301289610,2023,GOPENS,13802.0
301289610,2024,GOPENS,10331.0
301419110,2020,GOPENS,5187.0
301419110,2021,GOPENS,7176.0
301419110,2022,GOPENS,9598.0
301419110,2023,GOPENS,11819.0
301419110,2024,GOPENS,8406.0
301429310,2020,GOPENS,2979.0
301429310,2021,GOPENS,3947.0
301429310,2022,GOPENS,4489.0
301429310,2023,GOPENS,3905.0
301429310,2024,GOPENS,4145.0
301461210,2020,GOPENS,2135.0
301461210,2021,GOPENS,3407.0
301461210,2022,GOPENS,4865.0
301461210,2023,GOPENS,4021.0
301461210,2024,GOPENS,4029.0
303319110,2020,GOPENS,38333.0
303319110,2021,GOPENS,52560.0
303319110,2022,GOPENS,102726.0
303319110,2023,GOPENS,104923.0
303319110,2024,GOPENS,111546.0
303319113K,2020,GOPENS,54117.0
303319113K,2021,GOPENS,91065.0
303319113K,2022,GOPENS,103519.0
303319113K,2023,GOPENS,138144.0
303319113K,2024,GOPENS,126743.0
303324510,2020,GOPENS,13596.0
303324510,2021,GOPENS,16886.0
303324510,2022,GOPENS,18529.0
303324510,2023,GOPENS,26972.0
303324510,2024,GOPENS,32401.0
303324513K,2020,GOPENS,17868.0
303324513K,2021,GOPENS,23325.0
303324513K,2022,GOPENS,25435.0
303324513K,2023,GOPENS,38202.0
303324513K,2024,GOPENS,41800.0
303324610,2020,GOPENS,19269.0
303324610,2021,GOPENS,23562.0
303324610,2022,GOPENS,28932.0
303324610,2023,GOPENS,37895.0
303324610,2024,GOPENS,45570.0
303324613K,2020,GOPENS,30521.0
303324613K,2021,GOPENS,32376.0
303324613K,2022,GOPENS,31851.0
303324613K,2023,GOPENS,41001.0
303324613K,2024,GOPENS,52940.0
303329310,2020,GOPENS,37196.0
303329310,2021,GOPENS,63082.0
303329310,2022,GOPENS,92393.0
303329310,2023,GOPENS,106036.0
303329310,2024,GOPENS,94522.0
303329313K,2020,GOPENS,47547.0
303329313K,2021,GOPENS,75627.0
303329313K,2022,GOPENS,83816.0
303329313K,2023,GOPENS,121483.0
303329313K,2024,GOPENS,102121.0
303337210,2020,GOPENS,43192.0
303337210,2021,GOPENS,54289.0
303337210,2022,GOPENS,62912.0
303337210,2023,GOPENS,60057.0
303337210,2024,GOPENS,67901.0
303337213K,2020,GOPENS,63572.0
303337213K,2021,GOPENS,65286.0
303337213K,2022,GOPENS,72452.0
303337213K,2023,GOPENS,73394.0
303337213K,2024,GOPENS,82383.0
303337290L,2023,GOPENS,86188.0
303337290L,2024,GOPENS,85015.0
303337293LK,2023,GOPENS,99781.0
303337293LK,2024,GOPENS,91542.0
303337810,2022,GOPENS,120748.0
303337810,2023,GOPENS,140742.0
303337810,2024,GOPENS,116672.0
303337813K,2022,GOPENS,115605.0
303337813K,2023,GOPENS,121949.0
303337813K,2024,GOPENS,135565.0
303350710,2020,GOPENS,34585.0
303350710,2021,GOPENS,54738.0
303350710,2022,GOPENS,83387.0
303350710,2023,GOPENS,80810.0
303350710,2024,GOPENS,82369.0
303350713K,2020,GOPENS,48096.0
303350713K,2021,GOPENS,62306.0
303350713K,2022,GOPENS,66875.0
303350713K,2023,GOPENS,104725.0
303350713K,2024,GOPENS,94650.0
303352710,2020,GOPENS,53640.0
303352710,2021,GOPENS,95516.0
303352710,2022,GOPENS,107330.0
303352710,2023,GOPENS,125964.0
303352710,2024,GOPENS,147197.0
303352713K,2020,GOPENS,82275.0
303352713K,2021,GOPENS,98208.0
303352713K,2022,GOPENS,97376.0
303352713K,2023,GOPENS,136473.0
303352713K,2024,GOPENS,160044.0
303361210,2020,GOPENS,42076.0
303361210,2021,GOPENS,65536.0
303361210,2022,GOPENS,114773.0
303361210,2023,GOPENS,97781.0
303361210,2024,GOPENS,105070.0
303361213K,2020,GOPENS,47644.0
303361213K,2021,GOPENS,66879.0
303361213K,2022,GOPENS,75860.0
303361213K,2023,GOPENS,120770.0
303361213K,2024,GOPENS,127905.0
303390510,2024,GOPENS,51549.0
303390513K,2024,GOPENS,89002.0
303650710,2020,GOPENS,749.0
303650710,2021,GOPENS,872.0
303650710,2022,GOPENS,1040.0
303650710,2023,GOPENS,1146.0
303650710,2024,GOPENS,926.0
303651110,2020,GOPENS,3978.0
303651110,2021,GOPENS,4518.0
303651110,2022,GOPENS,8923.0
303651110,2023,GOPENS,9514.0
303651110,2024,GOPENS,3305.0
303651210,2020,GOPENS,2402.0
303651210,2021,GOPENS,3745.0
303651210,2022,GOPENS,5825.0
303651210,2023,GOPENS,5378.0
303651310,2020,GOPENS,1405.0
303651310,2021,GOPENS,2454.0
303651310,2022,GOPENS,2812.0
303651310,2023,GOPENS,2695.0
303651310,2024,GOPENS,236.0
303651410,2020,GOPENS,6950.0
303651410,2021,GOPENS,8077.0
303651410,2022,GOPENS,11206.0
303651410,2023,GOPENS,11497.0
303651410,2024,GOPENS,11365.0
303651910,2020,GOPENS,1511.0
303651910,2021,GOPENS,1763.0
303651910,2022,GOPENS,2551.0
303651910,2023,GOPENS,2811.0
303651910,2024,GOPENS,1269.0
303653410,2020,GOPENS,1789.0
303653410,2021,GOPENS,2155.0
303653410,2022,GOPENS,3212.0
303653410,2023,GOPENS,3865.0
303653410,2024,GOPENS,793.0
303672910,2020,GOPENS,3716.0
303672910,2021,GOPENS,3919.0
303672910,2022,GOPENS,4206.0
303672910,2023,GOPENS,4130.0
303672910,2024,GOPENS,1417.0
313924510,2022,GOPENS,5655.0
313924510,2023,GOPENS,7419.0
313924510,2024,GOPENS,8040.0
313924610,2022,GOPENS,7184.0
313924610,2023,GOPENS,9672.0
313924610,2024,GOPENS,10487.0
313937210,2022,GOPENS,20464.0
313937210,2023,GOPENS,20621.0
313937210,2024,GOPENS,18194.0
313946110,2022,GOPENS,45680.0
313946110,2023,GOPENS,44753.0
313946110,2024,GOPENS,34800.0
313990010,2022,GOPENS,20777.0
313990010,2023,GOPENS,17416.0
313990010,2024,GOPENS,14623.0
314824510,2024,GOPENS,18305.0
314824610,2024,GOPENS,22770.0
314825210,2024,GOPENS,28460.0
314837210,2024,GOPENS,33795.0
314837810,2024,GOPENS,60819.0
314890010,2024,GOPENS,33690.0
314893310,2024,GOPENS,54264.0
314899510,2024,GOPENS,23451.0
317619110,2020,GOPENS,27803.0
317619110,2021,GOPENS,25316.0
317619110,2022,GOPENS,33493.0
317619110,2023,GOPENS,41613.0
317619110,2024,GOPENS,23955.0
317624510,2020,GOPENS,6077.0
317624510,2021,GOPENS,6848.0
317624510,2022,GOPENS,6364.0
317624510,2023,GOPENS,6317.0
317624510,2024,GOPENS,8916.0
317624610,2020,GOPENS,7440.0
317624610,2021,GOPENS,8345.0
317624610,2022,GOPENS,8159.0
317624610,2023,GOPENS,9215.0
317624610,2024,GOPENS,11386.0
317625310,2020,GOPENS,12618.0
317625310,2021,GOPENS,14902.0
317625310,2022,GOPENS,14097.0
317625310,2023,GOPENS,12545.0
317625310,2024,GOPENS,15946.0
317625910,2021,GOPENS,33921.0
317625910,2022,GOPENS,58717.0
317625910,2023,GOPENS,38256.0
317625910,2024,GOPENS,34551.0
317637210,2020,GOPENS,14242.0
317637210,2021,GOPENS,19156.0
317637210,2022,GOPENS,21167.0
317637210,2023,GOPENS,17756.0
317637210,2024,GOPENS,18506.0
317637610,2020,GOPENS,19469.0
317661210,2020,GOPENS,16958.0
317661210,2021,GOPENS,18255.0
317661210,2022,GOPENS,24023.0
317661210,2023,GOPENS,21742.0
317661210,2024,GOPENS,21443.0
317690010,2021,GOPENS,13442.0
317690010,2022,GOPENS,17824.0
317690010,2023,GOPENS,14925.0
317690010,2024,GOPENS,16654.0
317691010,2021,GOPENS,11310.0
317691010,2022,GOPENS,11155.0
317691010,2023,GOPENS,12070.0
317691010,2024,GOPENS,13677.0
317692110,2020,GOPENS,9764.0
317692110,2021,GOPENS,10033.0
317692110,2022,GOPENS,10911.0
317692110,2023,GOPENS,9356.0
317692110,2024,GOPENS,13005.0
317699510,2020,GOPENS,8496.0
317699510,2021,GOPENS,9703.0
317699510,2022,GOPENS,10410.0
317699510,2023,GOPENS,10030.0
317699510,2024,GOPENS,12778.0
318424210,2024,GOPENS,6201.0
318424510,2024,GOPENS,6440.0
318461210,2024,GOPENS,16884.0
318490010,2024,GOPENS,10047.0
318524510,2023,GOPENS,4397.0
318524510,2024,GOPENS,4785.0
318524610,2023,GOPENS,6373.0
318524610,2024,GOPENS,6821.0
318537210,2023,GOPENS,13604.0
318537210,2024,GOPENS,11926.0
318590010,2023,GOPENS,10764.0
318590010,2024,GOPENS,9020.0
318591610,2023,GOPENS,16968.0
318591610,2024,GOPENS,14425.0
318599510,2023,GOPENS,7232.0
318599510,2024,GOPENS,7764.0
319724510,2024,GOPENS,9074.0
319724610,2024,GOPENS,10293.0
319729310,2024,GOPENS,25123.0
319737210,2024,GOPENS,16622.0
319761210,2024,GOPENS,33380.0
319924510,2020,GOPENS,933.0
319924510,2021,GOPENS,1238.0
319924510,2022,GOPENS,1021.0
319924510,2023,GOPENS,1080.0
319924510,2024,GOPENS,1232.0
319924610,2020,GOPENS,1650.0
319924610,2021,GOPENS,2141.0
319924610,2022,GOPENS,2112.0
319924610,2023,GOPENS,2232.0
319924610,2024,GOPENS,2185.0
319926310,2021,GOPENS,2976.0
319926310,2022,GOPENS,2881.0
319926310,2023,GOPENS,2279.0
319926310,2024,GOPENS,2706.0
319937210,2020,GOPENS,4180.0
319937210,2021,GOPENS,5540.0
319937210,2022,GOPENS,6146.0
319937210,2023,GOPENS,5484.0
319937210,2024,GOPENS,4933.0
319937610,2020,GOPENS,4959.0
319950710,2020,GOPENS,8048.0
319961210,2020,GOPENS,5919.0
319961210,2021,GOPENS,8152.0
319961210,2022,GOPENS,13402.0
319961210,2023,GOPENS,9649.0
319961210,2024,GOPENS,9456.0
319991210,2020,GOPENS,1844.0
319991210,2021,GOPENS,2499.0
319991210,2022,GOPENS,2384.0
319991210,2023,GOPENS,2415.0
319991210,2024,GOPENS,3197.0
319992010,2021,GOPENS,3440.0
319992010,2022,GOPENS,3170.0
319992010,2023,GOPENS,2936.0
319992010,2024,GOPENS,3202.0
319992110,2021,GOPENS,2506.0
319992110,2022,GOPENS,2612.0
319992110,2023,GOPENS,1625.0
319992110,2024,GOPENS,3260.0
320724510,2021,GOPENS,13198.0
320724510,2022,GOPENS,13251.0
320724510,2023,GOPENS,14657.0
320724510,2024,GOPENS,18604.0
320724610,2021,GOPENS,17061.0
320724610,2022,GOPENS,16343.0
320724610,2023,GOPENS,18416.0
320724610,2024,GOPENS,22515.0
320737210,2021,GOPENS,38229.0
320737210,2022,GOPENS,42470.0
320737210,2023,GOPENS,46548.0
320737210,2024,GOPENS,39979.0
320760210,2021,GOPENS,46995.0
320760210,2022,GOPENS,62507.0
320760210,2023,GOPENS,68265.0
320760210,2024,GOPENS,68873.0
320761210,2021,GOPENS,66649.0
320761210,2022,GOPENS,77465.0
320761210,2023,GOPENS,57308.0
320761210,2024,GOPENS,46785.0
320790010,2021,GOPENS,35730.0
320790010,2022,GOPENS,32789.0
320790010,2023,GOPENS,32197.0
320790010,2024,GOPENS,31742.0
320924510,2021,GOPENS,4022.0
320924510,2022,GOPENS,4307.0
320924510,2023,GOPENS,4558.0
320924510,2024,GOPENS,6317.0
320924610,2021,GOPENS,5321.0
320924610,2022,GOPENS,5612.0
320924610,2023,GOPENS,6715.0
320924610,2024,GOPENS,8477.0
320937210,2021,GOPENS,11492.0
320937210,2022,GOPENS,12877.0
320937210,2023,GOPENS,13951.0
320937210,2024,GOPENS,12949.0
320999510,2021,GOPENS,6468.0
320999510,2022,GOPENS,7163.0
320999510,2023,GOPENS,8114.0
320999510,2024,GOPENS,9302.0
321124510,2024,GOPENS,13704.0
321124610,2024,GOPENS,14767.0
321137210,2024,GOPENS,24022.0
321190010,2024,GOPENS,21406.0
321192010,2024,GOPENS,19399.0
321192110,2024,GOPENS,18503.0
321199510,2024,GOPENS,17169.0
321524210,2023,GOPENS,630.0
321524210,2024,GOPENS,574.0
321524510,2020,GOPENS,238.0
321524510,2021,GOPENS,358.0
321524510,2022,GOPENS,346.0
321524510,2023,GOPENS,435.0
321524510,2024,GOPENS,432.0
321524610,2020,GOPENS,387.0
321537210,2020,GOPENS,1351.0
321537210,2021,GOPENS,1646.0
321537210,2022,GOPENS,1965.0
321537210,2023,GOPENS,1862.0
321537210,2024,GOPENS,1628.0
321537610,2020,GOPENS,2082.0
321591110,2021,GOPENS,590.0
321591110,2022,GOPENS,537.0
321591210,2021,GOPENS,728.0
321591210,2022,GOPENS,711.0
321819110,2024,GOPENS,124220.0
321824510,2024,GOPENS,49008.0
321824610,2024,GOPENS,52344.0
321861210,2024,GOPENS,96117.0
321890010,2024,GOPENS,85997.0
321891210,2024,GOPENS,57090.0
321892110,2024,GOPENS,54205.0
411519110,2020,GOPENS,12850.0
411519110,2021,GOPENS,18102.0
411519110,2022,GOPENS,46369.0
411519110,2023,GOPENS,42579.0
411524210,2020,GOPENS,2484.0
411524210,2021,GOPENS,3248.0
411524210,2022,GOPENS,4083.0
411524210,2023,GOPENS,4769.0
411524610,2020,GOPENS,4306.0
411524610,2021,GOPENS,4246.0
411524610,2022,GOPENS,4929.0
411524610,2023,GOPENS,5754.0
411529310,2020,GOPENS,14135.0
411529310,2021,GOPENS,17057.0
411529310,2022,GOPENS,21884.0
411529310,2023,GOPENS,19576.0
411537010,2020,GOPENS,7380.0
411537010,2021,GOPENS,10088.0
411537010,2022,GOPENS,12025.0
411537010,2023,GOPENS,14853.0
411537610,2020,GOPENS,11931.0
411537610,2021,GOPENS,16355.0
411546110,2020,GOPENS,20580.0
411546110,2021,GOPENS,25766.0
411546110,2022,GOPENS,43001.0
411546110,2023,GOPENS,35137.0
411558910,2020,GOPENS,22220.0
411558910,2021,GOPENS,31900.0
411561210,2020,GOPENS,11011.0
411561210,2021,GOPENS,14724.0
411561210,2022,GOPENS,29446.0
411561210,2023,GOPENS,27824.0
411590010,2022,GOPENS,17227.0
411590010,2023,GOPENS,14950.0
411591010,2020,GOPENS,5487.0
411591010,2021,GOPENS,6758.0
411591010,2022,GOPENS,8556.0
411591010,2023,GOPENS,9729.0
411591110,2020,GOPENS,4016.0
411591110,2021,GOPENS,4873.0
411591110,2022,GOPENS,7208.0
411591110,2023,GOPENS,7960.0
411591210,2020,GOPENS,5158.0
411591210,2021,GOPENS,5564.0
411591210,2022,GOPENS,7409.0
411591210,2023,GOPENS,9322.0
411619110,2020,GOPENS,55117.0
411619110,2021,GOPENS,68652.0
411619110,2022,GOPENS,97219.0
411619110,2023,GOPENS,93761.0
411619110,2024,GOPENS,98814.0
411624210,2020,GOPENS,16784.0
411624210,2021,GOPENS,17040.0
411624210,2022,GOPENS,18521.0
411624210,2023,GOPENS,21096.0
411624210,2024,GOPENS,28023.0
411624610,2020,GOPENS,22788.0
411624610,2021,GOPENS,22820.0
411624610,2022,GOPENS,23413.0
411624610,2023,GOPENS,26769.0
411624610,2024,GOPENS,31823.0
411626010,2021,GOPENS,26546.0
411626010,2022,GOPENS,30311.0
411626010,2023,GOPENS,33212.0
411626010,2024,GOPENS,37908.0
411626710,2021,GOPENS,30756.0
411626710,2022,GOPENS,35253.0
411626710,2023,GOPENS,34387.0
411626710,2024,GOPENS,40512.0
411629310,2020,GOPENS,50480.0
411629310,2021,GOPENS,56885.0
411629310,2022,GOPENS,65840.0
411629310,2023,GOPENS,69611.0
411629310,2024,GOPENS,76214.0
411637210,2020,GOPENS,33116.0
411637210,2021,GOPENS,35378.0
411637210,2022,GOPENS,38682.0
411637210,2023,GOPENS,35223.0
411637210,2024,GOPENS,40959.0
411637610,2020,GOPENS,55786.0
411637610,2021,GOPENS,58330.0
411637610,2022,GOPENS,55376.0
411637610,2023,GOPENS,65935.0
411637610,2024,GOPENS,64261.0
411661210,2020,GOPENS,57426.0
411661210,2021,GOPENS,69528.0
411661210,2022,GOPENS,84680.0
411661210,2023,GOPENS,76684.0
411661210,2024,GOPENS,89986.0
411691110,2021,GOPENS,21768.0
411691110,2022,GOPENS,27830.0
411691110,2023,GOPENS,28535.0
411691110,2024,GOPENS,34830.0
411691310,2022,GOPENS,29566.0
411691310,2023,GOPENS,29665.0
411691310,2024,GOPENS,35542.0
411691710,2020,GOPENS,36791.0
411691710,2021,GOPENS,33723.0
411691710,2022,GOPENS,32574.0
411691710,2023,GOPENS,33254.0
411691710,2024,GOPENS,40965.0
411699710,2020,GOPENS,23388.0
411699710,2021,GOPENS,28969.0
411699710,2022,GOPENS,36821.0
411699710,2023,GOPENS,33035.0
411699710,2024,GOPENS,39772.0
412300210,2023,GOPENS,55389.0
412300210,2024,GOPENS,64517.0
412308210,2023,GOPENS,85148.0
412308210,2024,GOPENS,19757.0
412319110,2023,GOPENS,111413.0
412319110,2024,GOPENS,106310.0
412324210,2023,GOPENS,31737.0
412324210,2024,GOPENS,39890.0
412324610,2023,GOPENS,38553.0
412324610,2024,GOPENS,47057.0
412325110,2023,GOPENS,44053.0
412325110,2024,GOPENS,51717.0
412326510,2023,GOPENS,58963.0
412326510,2024,GOPENS,64719.0
412326610,2023,GOPENS,45998.0
412326610,2024,GOPENS,55353.0
412329310,2023,GOPENS,89145.0
412329310,2024,GOPENS,88333.0
412335610,2023,GOPENS,89512.0
412337010,2023,GOPENS,67259.0
412337010,2024,GOPENS,73717.0
412337210,2023,GOPENS,57528.0
412337210,2024,GOPENS,60013.0
412350710,2023,GOPENS,74512.0
412350710,2024,GOPENS,63720.0
